station,year,n_warm_hours,h0_b0,h0_b1,h0_b2,h0_b3,h0_b4,h0_b5,h0_b6,h0_b7,h0_b8,h0_b9,h0_b10,h1_b0,h1_b1,h1_b2,h1_b3,h1_b4,h1_b5,h1_b6,h1_b7,h1_b8,h1_b9,h1_b10,h2_b0,h2_b1,h2_b2,h2_b3,h2_b4,h2_b5,h2_b6,h2_b7,h2_b8,h2_b9,h2_b10,h3_b0,h3_b1,h3_b2,h3_b3,h3_b4,h3_b5,h3_b6,h3_b7,h3_b8,h3_b9,h3_b10,h4_b0,h4_b1,h4_b2,h4_b3,h4_b4,h4_b5,h4_b6,h4_b7,h4_b8,h4_b9,h4_b10,h5_b0,h5_b1,h5_b2,h5_b3,h5_b4,h5_b5,h5_b6,h5_b7,h5_b8,h5_b9,h5_b10,h6_b0,h6_b1,h6_b2,h6_b3,h6_b4,h6_b5,h6_b6,h6_b7,h6_b8,h6_b9,h6_b10,h7_b0,h7_b1,h7_b2,h7_b3,h7_b4,h7_b5,h7_b6,h7_b7,h7_b8,h7_b9,h7_b10,h8_b0,h8_b1,h8_b2,h8_b3,h8_b4,h8_b5,h8_b6,h8_b7,h8_b8,h8_b9,h8_b10,h9_b0,h9_b1,h9_b2,h9_b3,h9_b4,h9_b5,h9_b6,h9_b7,h9_b8,h9_b9,h9_b10,h10_b0,h10_b1,h10_b2,h10_b3,h10_b4,h10_b5,h10_b6,h10_b7,h10_b8,h10_b9,h10_b10,h11_b0,h11_b1,h11_b2,h11_b3,h11_b4,h11_b5,h11_b6,h11_b7,h11_b8,h11_b9,h11_b10,h12_b0,h12_b1,h12_b2,h12_b3,h12_b4,h12_b5,h12_b6,h12_b7,h12_b8,h12_b9,h12_b10,h13_b0,h13_b1,h13_b2,h13_b3,h13_b4,h13_b5,h13_b6,h13_b7,h13_b8,h13_b9,h13_b10,h14_b0,h14_b1,h14_b2,h14_b3,h14_b4,h14_b5,h14_b6,h14_b7,h14_b8,h14_b9,h14_b10,h15_b0,h15_b1,h15_b2,h15_b3,h15_b4,h15_b5,h15_b6,h15_b7,h15_b8,h15_b9,h15_b10,h16_b0,h16_b1,h16_b2,h16_b3,h16_b4,h16_b5,h16_b6,h16_b7,h16_b8,h16_b9,h16_b10,h17_b0,h17_b1,h17_b2,h17_b3,h17_b4,h17_b5,h17_b6,h17_b7,h17_b8,h17_b9,h17_b10,h18_b0,h18_b1,h18_b2,h18_b3,h18_b4,h18_b5,h18_b6,h18_b7,h18_b8,h18_b9,h18_b10,h19_b0,h19_b1,h19_b2,h19_b3,h19_b4,h19_b5,h19_b6,h19_b7,h19_b8,h19_b9,h19_b10,h20_b0,h20_b1,h20_b2,h20_b3,h20_b4,h20_b5,h20_b6,h20_b7,h20_b8,h20_b9,h20_b10,h21_b0,h21_b1,h21_b2,h21_b3,h21_b4,h21_b5,h21_b6,h21_b7,h21_b8,h21_b9,h21_b10,h22_b0,h22_b1,h22_b2,h22_b3,h22_b4,h22_b5,h22_b6,h22_b7,h22_b8,h22_b9,h22_b10,h23_b0,h23_b1,h23_b2,h23_b3,h23_b4,h23_b5,h23_b6,h23_b7,h23_b8,h23_b9,h23_b10
SD_Sioux_Falls_14_NNE,2023,5133,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,8,8,6,5,5,4,4,4,3,2,1,8,8,6,6,6,5,5,5,4,3,2,10,10,8,8,8,7,6,6,5,4,2,8,8,7,7,7,7,7,5,4,3,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1,6,6,4,4,4,4,4,4,3,2,1
TN_Crossville_7_NW,2023,5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX_Austin_33_NW,2023,5135,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,93,93,93,90,90,90,88,87,87,86,85,95,95,94,92,90,90,88,87,87,87,85,97,97,97,94,94,94,92,90,90,90,88,99,99,97,95,95,94,93,92,91,90,88,96,96,96,94,93,93,93,92,90,89,87,93,93,93,90,90,90,88,87,87,86,85,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84,92,92,92,89,89,89,87,86,86,85,84
TX_Bronte_11_NNE,2023,5135,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,94,93,93,93,91,89,89,85,85,84,82,97,95,95,95,94,93,93,91,91,89,86,100,98,98,96,95,95,95,92,92,91,89,98,97,97,97,96,96,96,91,90,88,87,97,96,96,95,94,93,92,88,88,87,85,94,93,93,93,91,90,90,86,86,85,84,93,92,92,91,89,88,88,84,84,82,81,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79,93,92,92,91,89,88,87,83,83,81,79
TX_Edinburg_17_NNE,2023,5136,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,118,129,128,127,127,126,126,125,122,121,119,118,133,133,130,130,129,129,127,125,124,121,120,141,138,136,135,134,134,131,128,125,123,123,136,136,135,134,133,133,130,128,126,123,123,133,133,132,132,131,130,129,126,124,122,122,130,130,129,129,128,128,127,124,122,120,120,129,129,128,127,126,126,125,122,120,118,118,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117,128,128,127,127,126,126,125,122,120,118,117
TX_Monahans_6_ENE,2023,5136,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,102,102,100,99,99,109,109,107,106,105,104,103,103,101,100,100,112,111,109,107,107,106,105,105,104,104,104,116,116,113,111,111,110,109,109,108,107,106,116,116,115,114,113,112,110,110,109,108,108,117,115,114,113,113,110,109,109,106,105,104,109,109,108,107,107,106,104,103,101,100,99,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97,106,106,105,104,104,103,101,101,99,98,97
TX_Muleshoe_19_S,2023,5136,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,59,58,58,56,55,53,51,51,50,49,47,60,60,60,58,57,55,53,53,51,50,49,64,64,64,63,62,60,57,56,56,55,54,64,64,64,63,62,61,59,59,59,58,55,69,69,69,68,66,64,60,60,60,57,57,68,68,67,66,66,63,61,61,61,60,59,68,67,65,64,64,62,61,61,61,60,58,64,63,63,63,63,60,58,58,56,55,53,62,61,61,60,59,57,55,55,53,52,50,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47,58,57,57,56,55,53,51,51,50,49,47
TX_Palestine_6_WNW,2023,5135,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,74,71,69,65,64,63,63,61,60,59,58,74,71,70,66,65,64,64,62,61,59,59,76,73,71,68,67,66,65,63,61,60,60,80,77,74,72,70,69,68,64,63,62,62,78,75,74,70,69,67,67,64,63,62,62,76,73,72,67,66,65,65,63,62,61,60,75,72,71,66,64,63,63,61,60,59,58,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57,72,69,68,64,63,62,62,60,59,58,57
TX_Panther_Junction_2_N,2023,5136,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,103,101,101,100,97,93,91,91,90,89,87,102,100,100,99,97,93,91,91,90,88,86,105,102,102,99,97,96,96,96,94,91,89,107,105,105,103,98,97,96,95,94,93,92,105,103,103,102,99,95,94,94,92,91,90,104,102,102,101,98,93,92,92,91,89,87,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86,102,100,100,99,96,92,90,90,89,88,86
TX_Port_Aransas_32_NNE,2023,5135,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,37,34,33,30,26,22,21,20,17,11,10,41,37,36,33,29,25,23,22,17,14,13,44,41,39,35,30,28,25,22,18,15,13,41,36,35,32,28,25,23,22,18,14,11,39,36,35,32,28,23,22,21,18,14,12,36,33,32,29,25,21,20,19,16,12,11,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10,36,33,32,29,25,21,20,19,16,11,10
UT_Brigham_City_28_WNW,2023,5132,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,10,9,9,7,5,5,5,4,3,3,3,10,8,8,8,5,5,5,5,4,4,4,10,9,8,8,7,7,6,6,5,5,5,10,9,9,9,7,7,6,6,5,5,5,10,8,8,8,6,6,6,6,5,5,5,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4,9,7,7,7,5,5,5,5,4,4,4
UT_Torrey_7_E,2023,5135,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,4,4,3,3,3,1,7,7,7,6,6,5,5,4,3,3,1,7,7,7,6,6,5,5,4,3,3,1,6,6,6,5,5,4,4,4,4,3,2,7,7,7,5,5,4,4,3,3,3,2,8,7,7,6,5,4,4,3,3,3,2,8,7,7,6,6,4,4,3,3,3,2,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1,6,6,6,5,5,3,3,2,2,2,1
VA_Cape_Charles_5_ENE,2023,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VA_Charlottesville_2_SSE,2023,5133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WA_Darrington_21_NNE,2023,5135,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1
WA_Quinault_4_NE,2023,5117,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
WA_Spokane_17_SSW,2023,5136,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,12,11,11,11,9,8,7,6,6,5,4,12,12,12,12,10,9,7,7,6,5,4,16,15,14,14,12,10,9,9,7,6,5,16,16,16,14,11,9,8,8,8,7,5,14,13,12,12,10,8,7,7,7,6,5,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4,10,10,10,10,8,7,6,6,6,5,4
WI_Necedah_5_WNW,2023,4949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
WV_Elkins_21_ENE,2023,5132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY_Lander_11_SSE,2023,5128,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,3,3,3,3,6,6,4,4,4,4,4,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2
WY_Moose_1_NNE,2023,5127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY_Sundance_8_NNW,2023,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
